"Username","Tweet","Likes","Timestamp"
"The Wire
@thewire_in
·
6h","“It is difficult to teach the ideals of democracy to our students in Jammu and Kashmir,” Zahoor Ahmad Bhatt had said in court a day before his suspension.

#Law",10,2023-08-28T10:48:33.000Z
"The Wire
@thewire_in
·
6h","Rosie Llewellyn-Jones should be read with attention, to get a sense of how negative perceptions can reduce, how empathy can enrich, how visual beauty can uplift, and how listlessness can destroy. It is a parable for today, writes Narayani Gupta.

#Books",8,2023-08-28T10:33:47.000Z
"The Wire
@thewire_in
·
7h","#Rights | The biggest failure of 'Digital India' has been the lack of accountability when software fails. The Union govt's portal to file RTI requests has been plagued with errors for years, none of which have been fixed, writes 
@digitaldutta
.

#Governance",20,2023-08-28T09:40:00.000Z
"The Wire
@thewire_in
·
7h
·","#UttarPradesh | Zubair told 
@thewire_in
 that an FIR had been lodged against him even though he had later deleted the video and notified his followers on social media site X (formerly Twitter).
@omar7rashid",86,2023-08-28T09:28:27.000Z
"The Wire
@thewire_in
·
7h","#HimachalPradesh | Permanence is an illusion, and one feels it every night when the sky rumbles, the lightning strikes and the downpour starts, and the earth seems to shift a bit uneasily underneath.

R. Umamaheshwari",10,2023-08-28T09:25:59.000Z
"The Wire
@thewire_in
·
6h","“It is difficult to teach the ideals of democracy to our students in Jammu and Kashmir,” Zahoor Ahmad Bhatt had said in court a day before his suspension.

#Law",10,2023-08-28T10:48:33.000Z
"The Wire
@thewire_in
·
6h","Rosie Llewellyn-Jones should be read with attention, to get a sense of how negative perceptions can reduce, how empathy can enrich, how visual beauty can uplift, and how listlessness can destroy. It is a parable for today, writes Narayani Gupta.

#Books",8,2023-08-28T10:33:47.000Z
"The Wire
@thewire_in
·
7h","#Rights | The biggest failure of 'Digital India' has been the lack of accountability when software fails. The Union govt's portal to file RTI requests has been plagued with errors for years, none of which have been fixed, writes 
@digitaldutta
.

#Governance",20,2023-08-28T09:40:00.000Z
"The Wire
@thewire_in
·
7h
·","#UttarPradesh | Zubair told 
@thewire_in
 that an FIR had been lodged against him even though he had later deleted the video and notified his followers on social media site X (formerly Twitter).
@omar7rashid",86,2023-08-28T09:28:27.000Z
"The Wire
@thewire_in
·
7h","#HimachalPradesh | Permanence is an illusion, and one feels it every night when the sky rumbles, the lightning strikes and the downpour starts, and the earth seems to shift a bit uneasily underneath.

R. Umamaheshwari",10,2023-08-28T09:25:59.000Z
"The Wire
@thewire_in
·
Aug 27","#Diplomacy | PM Narendra Modi’s recent visit to Greece, described as “historic” as he was the first Indian PM to visit the country after 40 years, carried a significant business agenda, news reports said.

#World",25,2023-08-27T10:40:00.000Z
"The Wire
@thewire_in
·
Aug 27","#World | The opposition head of the parliamentary select committee on business & trade, Darren Jones, has said that it was important for the PM to declare his interests.

“I expect him to do so in respect of the India trade deal too,” he said.

#Diplomacy",16,2023-08-27T10:35:00.000Z
"The Wire
@thewire_in
·
Aug 27","#Society | It is time to deepen our conversations with high purpose, inspired by poetic imagination and infused with literary excellence, to civilise interpersonal and public discourse.

Ashwani Kumar",12,2023-08-27T10:30:00.000Z
"The Wire
@thewire_in
·
Aug 27","#Diplomacy | PM Narendra Modi’s recent visit to Greece, described as “historic” as he was the first Indian PM to visit the country after 40 years, carried a significant business agenda, news reports said.

#World",25,2023-08-27T10:40:00.000Z
"The Wire
@thewire_in
·
Aug 27","#World | The opposition head of the parliamentary select committee on business & trade, Darren Jones, has said that it was important for the PM to declare his interests.

“I expect him to do so in respect of the India trade deal too,” he said.

#Diplomacy",16,2023-08-27T10:35:00.000Z
"The Wire
@thewire_in
·
Aug 27","#Society | It is time to deepen our conversations with high purpose, inspired by poetic imagination and infused with literary excellence, to civilise interpersonal and public discourse.

Ashwani Kumar",12,2023-08-27T10:30:00.000Z
"Yaqut Ali
@aliyaqut
·
Aug 26","Three Months Later, Has Amit Shah Fulfilled the Promises He Made on Manipur?",56,2023-08-26T12:27:18.000Z
"The Wire
@thewire_in
·
Aug 27","#Governance | The Karnataka govt has notified the formation of an inquiry commission to investigate allegations of ‘40% commission’ for projects during the tenure of the BJP in power.

#Politics",142,2023-08-27T10:53:43.000Z
"The Wire
@thewire_in
·
Aug 27","#Diplomacy | PM Narendra Modi’s recent visit to Greece, described as “historic” as he was the first Indian PM to visit the country after 40 years, carried a significant business agenda, news reports said.

#World",25,2023-08-27T10:40:00.000Z
"The Wire
@thewire_in
·
Aug 27","#World | The opposition head of the parliamentary select committee on business & trade, Darren Jones, has said that it was important for the PM to declare his interests.

“I expect him to do so in respect of the India trade deal too,” he said.

#Diplomacy",16,2023-08-27T10:35:00.000Z
"The Wire
@thewire_in
·
Aug 27","#Society | It is time to deepen our conversations with high purpose, inspired by poetic imagination and infused with literary excellence, to civilise interpersonal and public discourse.

Ashwani Kumar",12,2023-08-27T10:30:00.000Z
"Yaqut Ali
@aliyaqut
·
Aug 26","Three Months Later, Has Amit Shah Fulfilled the Promises He Made on Manipur?",56,2023-08-26T12:27:18.000Z
"The Wire
@thewire_in
·
Aug 27","#Governance | The Karnataka govt has notified the formation of an inquiry commission to investigate allegations of ‘40% commission’ for projects during the tenure of the BJP in power.

#Politics",142,2023-08-27T10:53:43.000Z
"The Wire
@thewire_in
·
Aug 27","#Diplomacy | PM Narendra Modi’s recent visit to Greece, described as “historic” as he was the first Indian PM to visit the country after 40 years, carried a significant business agenda, news reports said.

#World",25,2023-08-27T10:40:00.000Z
"The Wire
@thewire_in
·
Aug 27","#World | The opposition head of the parliamentary select committee on business & trade, Darren Jones, has said that it was important for the PM to declare his interests.

“I expect him to do so in respect of the India trade deal too,” he said.

#Diplomacy",16,2023-08-27T10:35:00.000Z
"The Wire
@thewire_in
·
Aug 27","#Society | It is time to deepen our conversations with high purpose, inspired by poetic imagination and infused with literary excellence, to civilise interpersonal and public discourse.

Ashwani Kumar",12,2023-08-27T10:30:00.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","On June 1, Union home minister Amit Shah made several promises to the people of #Manipur. It has now been nearly three months since that date – so where do his promises stand? How many of them have been fulfilled? 
@aliyaqut
 breaks it down.",56,2023-08-26T12:32:34.000Z
"The Wire
@thewire_in
·
Aug 26","The summit underscored the wide appeal of #BRICS, which represents at its core the aspirations of developing countries for a greater role in the global financial system.
@basu_vaishali",14,2023-08-26T11:48:27.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","On June 1, Union home minister Amit Shah made several promises to the people of #Manipur. It has now been nearly three months since that date – so where do his promises stand? How many of them have been fulfilled? 
@aliyaqut
 breaks it down.",56,2023-08-26T12:32:34.000Z
"The Wire
@thewire_in
·
Aug 26","The summit underscored the wide appeal of #BRICS, which represents at its core the aspirations of developing countries for a greater role in the global financial system.
@basu_vaishali",14,2023-08-26T11:48:27.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","On June 1, Union home minister Amit Shah made several promises to the people of #Manipur. It has now been nearly three months since that date – so where do his promises stand? How many of them have been fulfilled? 
@aliyaqut
 breaks it down.",56,2023-08-26T12:32:34.000Z
"The Wire
@thewire_in
·
Aug 26","The summit underscored the wide appeal of #BRICS, which represents at its core the aspirations of developing countries for a greater role in the global financial system.
@basu_vaishali",14,2023-08-26T11:48:27.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","On June 1, Union home minister Amit Shah made several promises to the people of #Manipur. It has now been nearly three months since that date – so where do his promises stand? How many of them have been fulfilled? 
@aliyaqut
 breaks it down.",56,2023-08-26T12:32:34.000Z
"The Wire
@thewire_in
·
Aug 26","The summit underscored the wide appeal of #BRICS, which represents at its core the aspirations of developing countries for a greater role in the global financial system.
@basu_vaishali",14,2023-08-26T11:48:27.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","On June 1, Union home minister Amit Shah made several promises to the people of #Manipur. It has now been nearly three months since that date – so where do his promises stand? How many of them have been fulfilled? 
@aliyaqut
 breaks it down.",56,2023-08-26T12:32:34.000Z
"The Wire
@thewire_in
·
Aug 26","The summit underscored the wide appeal of #BRICS, which represents at its core the aspirations of developing countries for a greater role in the global financial system.
@basu_vaishali",14,2023-08-26T11:48:27.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","On June 1, Union home minister Amit Shah made several promises to the people of #Manipur. It has now been nearly three months since that date – so where do his promises stand? How many of them have been fulfilled? 
@aliyaqut
 breaks it down.",56,2023-08-26T12:32:34.000Z
"The Wire
@thewire_in
·
Aug 26","The summit underscored the wide appeal of #BRICS, which represents at its core the aspirations of developing countries for a greater role in the global financial system.
@basu_vaishali",14,2023-08-26T11:48:27.000Z
"The Wire
@thewire_in
·
Aug 26","The Indian constitution institutionalises the ideals of democracy. Left to itself, democracy can go completely haywire. It can be reduced to elections – as it has been in today’s India, writes 
@ChandhokeNeera
.

1/2",50,2023-08-26T10:00:36.000Z
"The Wire
@thewire_in
·
Aug 26","Without a constitution, we will never know that there is more to democracy than just elections, writes 
@ChandhokeNeera
.

#Rights",14,2023-08-26T10:00:37.000Z
"The Wire
@thewire_in
·
Aug 26","How did the so-called 'mother of democracy' get to this abhorrent point? What will it take for my country to awaken? asks 
@MehboobaMufti
.

#Communalism",153,2023-08-26T09:31:15.000Z
"The Wire
@thewire_in
·
Aug 26","The authorities of #AshokaUniversity must pay heed to the sane voices to defend academic freedom so essential to uphold intellectual dissent, writes S. N. Sahu.

#Education",27,2023-08-26T06:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 26","The authorities of #AshokaUniversity must pay heed to the sane voices to defend academic freedom so essential to uphold intellectual dissent, writes S. N. Sahu.

#Education",27,2023-08-26T06:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 26","#Communalism | As Hindutva – Hindu nationalism – dominates public life, neoliberal themes of market and trade deregulation and privatisation to reduce the role of the state in the economy are being applied.

Sabyasachi Basu Ray Chaudhury",103,2023-08-26T06:21:25.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | The houseboats contribute only 6.3 million litres of sewage, which is less than 0.1% of the total untreated sewage entering the lake system from the catchment.

Neha Wajahat Qureshi",16,2023-08-26T06:14:30.000Z
"The Wire
@thewire_in
·
Aug 26","#History | In 'Nehru and the Spirit of India', 
@manasharya
 outlines Nehru’s personal and political career with numerous references, most of which includes India's social and political developments before and after independence, writes 
@thaliathb
.

#Books",41,2023-08-26T06:08:59.000Z
"The Wire
@thewire_in
·
Aug 26","#Environment | A new report on the status of birds in the country tells a grim story.

While generalist species like the Indian peafowl are doing well, many others, including habitat specialists and raptors aren't.
@aathiperinchery",22,2023-08-26T05:25:00.000Z
"The Wire
@thewire_in
·
Aug 26","#AdaniAcquisitions - Part 3:

As the Adani Group accumulated assets rapidly, its methods have raised concerns about corporate governance that have wider political economy implications for the country.
@mrajshekhar",68,2023-08-26T05:12:05.000Z
"The Wire
@thewire_in
·
Aug 25","Currently, India relies on coal for approximately 70% of its electricity production, which also supports heavy industries like steel, cement, and aluminum. It is the world’s third-biggest emitter of greenhouse gases.

#Environment",20,2023-08-25T08:54:34.000Z
"The Wire
@thewire_in
·
Aug 25","#TheArts | The dying art of Papier Mache

The craft carried with it a form of prestige for artists, who would devote long periods of time and effort over minute pieces. But the landscape has changed drastically since the 1990s.

#Kashmir",24,2023-08-25T08:51:24.000Z
"The Wire
@thewire_in
·
Aug 25","#DehiRiots | Karkardooma Court Additional Sessions Judge Pulastya Pramachala acquitted one Javed, who had been charged under seven sections of the IPC.

#Law",36,2023-08-25T08:09:59.000Z
"The Indian Express
@IndianExpress
·
13 Aug 2019","An elderly couple in Tamil Nadu fought off two armed robbers by hurling slippers, chairs, buckets at the duo even though the men were wielding machetes. The robbers had no other option but to run away.",,2019-08-13T03:30:08.000Z
,,,2019-09-27T17:17:36.000Z
,,,2020-07-15T07:21:42.000Z
,,,2018-08-18T11:49:51.000Z
,,,2021-09-23T07:13:48.000Z
,,,2020-08-18T09:07:12.000Z
"Express Sports
@IExpressSports
·
16m","As Neeraj and Nadeem made track and field history by finishing one-two in the javelin throw at the World Championship, a new India-Pakistan sporting rivalry was born that lacks the edge of a cricket game between the two neighbours.

 
@nkoshie",17,2023-08-28T16:39:43.000Z
"The Indian Express
@IndianExpress
·
18m","From job loss to criminal case, part-time sweeper in #Kerala says paying the price for praising Chandy 

 
@shajuexpress",7,2023-08-28T16:37:30.000Z
"The Indian Express
@IndianExpress
·
27m","#PoliticalPulse | Speaker in the cross-hairs in #Haryana House, Dy CM Dushyant Chautala also takes aim",9,2023-08-28T16:28:41.000Z
"The Indian Express
@IndianExpress
·
1h",#PoliticalPulse | Evening Picture: AAP seizes on Modi v/s Shivraj in ‘Revdi’ debate; Cong claims I.N.D.I.A vote share more than NDA’s,12,2023-08-28T15:04:50.000Z
"The Indian Express
@IndianExpress
·
2h","#Kerala: Destitute woman loses job after praising Oommen Chandy, #Congress attacks CPI(M)",16,2023-08-28T14:52:29.000Z
"Financial Express
@FinancialXpress
·
2h","#India is a beneficiary to China plus one, says Ruchir Sharma, chairman Rockefeller at #ExpressAdda.
@anantgoenka",8,2023-08-28T14:17:39.000Z
"Financial Express
@FinancialXpress
·
2h","Ruchir Sharma in conversation with 
@anantgoenka
 at #ExpressAdda: A stable govt is important but a country's #growth is dependent on many factors.",3,2023-08-28T14:24:18.000Z
"The Indian Express
@IndianExpress
·
2h","After expressing displeasure at Sharad Pawar’s party “having let go of the chief minister post twice” in Maharashtra, Ajit Pawar said that he was national president of the NCP because his colleagues had appointed him to the post

Ajay Jadhav reports:",8,2023-08-28T14:38:35.000Z
"Express Sports
@IExpressSports
·
3h","A young Arshad would often watch villagers compete in nejabazi (tent pegging) in and around his village. The youngster would also play tape-ball cricket for some time before he took to the javelin.

 
@Nitinsharma631",16,2023-08-28T13:36:40.000Z
"The Indian Express
@IndianExpress
·
2h",#PoliticalPulse | The NTR family came together in Delhi to unveil commemorative coin in the name of the TDP's founder; wife Lakshmi Parvathi protests at not being given an invitation,14,2023-08-28T14:23:51.000Z
"The Indian Express
@IndianExpress
·
1h",#PoliticalPulse | Evening Picture: AAP seizes on Modi v/s Shivraj in ‘Revdi’ debate; Cong claims I.N.D.I.A vote share more than NDA’s,12,2023-08-28T15:04:50.000Z
"The Indian Express
@IndianExpress
·
2h","#Kerala: Destitute woman loses job after praising Oommen Chandy, #Congress attacks CPI(M)",16,2023-08-28T14:52:29.000Z
"Financial Express
@FinancialXpress
·
2h","#India is a beneficiary to China plus one, says Ruchir Sharma, chairman Rockefeller at #ExpressAdda.
@anantgoenka",8,2023-08-28T14:17:39.000Z
"Financial Express
@FinancialXpress
·
2h","Ruchir Sharma in conversation with 
@anantgoenka
 at #ExpressAdda: A stable govt is important but a country's #growth is dependent on many factors.",3,2023-08-28T14:24:18.000Z
"The Indian Express
@IndianExpress
·
2h","After expressing displeasure at Sharad Pawar’s party “having let go of the chief minister post twice” in Maharashtra, Ajit Pawar said that he was national president of the NCP because his colleagues had appointed him to the post

Ajay Jadhav reports:",8,2023-08-28T14:38:35.000Z
"Express Sports
@IExpressSports
·
3h","A young Arshad would often watch villagers compete in nejabazi (tent pegging) in and around his village. The youngster would also play tape-ball cricket for some time before he took to the javelin.

 
@Nitinsharma631",16,2023-08-28T13:36:40.000Z
"The Indian Express
@IndianExpress
·
2h",#PoliticalPulse | The NTR family came together in Delhi to unveil commemorative coin in the name of the TDP's founder; wife Lakshmi Parvathi protests at not being given an invitation,14,2023-08-28T14:23:51.000Z
"The Indian Express
@IndianExpress
·
3h","#PoliticalPulse | Road to 2024: In Rajasthan and MP, BJP puts shoulders to the wheel to give campaign a fresh start",5,2023-08-28T13:18:30.000Z
"The Indian Express
@IndianExpress
·
3h","#InPics | Hundreds of firefighters continue to battle raging #Greece wildfires

Click here for more pictures: https://indianexpress.com/photos/world-news/hundreds-of-firefighters-battle-raging-greece-wildfire/…",11,2023-08-28T13:13:28.000Z
"The Indian Express
@IndianExpress
·
3h",#Bengaluru Police arrest youth over ‘moral policing’ video against woman,2,2023-08-28T13:00:59.000Z
"Financial Express
@FinancialXpress
·
3h","Ruchir Sharma at #ExpressAdda: Bullish about the long-term prospects in India but the near-term push is largely due to disenchantment with #China

Watch Live: https://youtube.com/watch?v=qNT67Fn-imo…",4,2023-08-28T13:41:13.000Z
"The Indian Express
@IndianExpress
·
3h","Last year, the summit took place in Bali on November 15 and 16. It was the first G20 meeting since Russia began its invasion of Ukraine",10,2023-08-28T13:30:37.000Z
"The Indian Express
@IndianExpress
·
3h","Today's crossword hides 3 anagrams! Can you crack the answers? 

https://indianexpress.com/puzzles-and-games/mini-crossword/ie-mini-20230828/…",4,2023-08-28T13:20:11.000Z
