"Username","Tweet","Likes","Timestamp"
"TOI Plus
@TOIPlus
·
7h","Beijing has become more aggressive in its pursuit of dissidents overseas, as highlighted by the arrest of a fleeing Chinese human rights lawyer Lu Siwei in Laos",5,2023-08-28T09:30:00.000Z
"The Times Of India
@timesofindia
·
6h","#ISRO to launch Aditya-L1,  the first space-based Indian observatory to study the Sun, on September 2, 2023, at 11:50 Hrs IST from Sriharikota.",25,2023-08-28T10:08:54.000Z
"The Times Of India
@timesofindia
·
6h",Madurai train fire: Five UP residents held for unauthorized use of cooking gas cylinder,14,2023-08-28T10:03:22.000Z
"The Times Of India
@timesofindia
·
6h",#ISRO to launch solar mission Aditya-L1 on September 2,30,2023-08-28T09:57:20.000Z
"TOI Auto
@TOIAuto
·
6h","The Delhi Traffic Police has issued a traffic advisory ahead of the 18th G20 summit in Delhi. The advisory aims to ensure smooth traffic flow and security during the summit.

#G20India2023 #G20Summit2023 #G20Summit #Delhi #TrafficAlert",6,2023-08-28T09:55:53.000Z
"The Times Of India
@timesofindia
·
6h",Canadian Olympic figure skater Alexandra Paul killed in car crash at age 31,14,2023-08-28T09:56:09.000Z
"TOI Plus
@TOIPlus
·
7h","Beijing has become more aggressive in its pursuit of dissidents overseas, as highlighted by the arrest of a fleeing Chinese human rights lawyer Lu Siwei in Laos",5,2023-08-28T09:30:00.000Z
"TOI Sports
@toisports
·
7h","#WorldAthleticsChampionships2023 

#WorldAthleticsChampionships tougher than #Olympics: #NeerajChopra
@Neeraj_chopra1
 has arguably become India's greatest sportsperson of all time but the slightest reference makes him uncomfortable

Details  http://toi.in/EoYWza/a24gk",15,2023-08-28T08:55:49.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
8h","Reliance Industries Limited annual general meeting begins 

Live Updates:",32,2023-08-28T08:40:01.000Z
"The Times Of India
@timesofindia
·
7h",#WATCH | We began our 5G rollout last October in just nine months it is already present in over 96% of the census towns of our country. We are on track to cover the entire country by December of this year: Reliance Industries chairman #MukeshAmbani,19,2023-08-28T09:09:13.000Z
"The Times Of India
@timesofindia
·
7h","#WATCH | ""Jio AirFibre to launch on Ganesh Chaturthi- September 19,"" says Reliance Industries chairman #MukeshAmbani",13,2023-08-28T09:13:50.000Z
"TOI Sports
@toisports
·
7h","#AsiaCup2023 #RohitSharma #KuldeepYadav 

Right decision by 
@ImRo45
 and selectors to pick 
@imkuldeep18
 ahead of 
@yuzi_chahal
: 
@abhisheknayar1
Read: http://toi.in/0xjhRb/a24gk",24,2023-08-28T09:08:43.000Z
"TOI Sports
@toisports
·
7h","#WorldAthleticsChampionships2023 

#WorldAthleticsChampionships tougher than #Olympics: #NeerajChopra
@Neeraj_chopra1
 has arguably become India's greatest sportsperson of all time but the slightest reference makes him uncomfortable

Details  http://toi.in/EoYWza/a24gk",15,2023-08-28T08:55:49.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
7h",#WATCH | We began our 5G rollout last October in just nine months it is already present in over 96% of the census towns of our country. We are on track to cover the entire country by December of this year: Reliance Industries chairman #MukeshAmbani,19,2023-08-28T09:09:13.000Z
"The Times Of India
@timesofindia
·
7h","#WATCH | ""Jio AirFibre to launch on Ganesh Chaturthi- September 19,"" says Reliance Industries chairman #MukeshAmbani",13,2023-08-28T09:13:50.000Z
"TOI Sports
@toisports
·
7h","#AsiaCup2023 #RohitSharma #KuldeepYadav 

Right decision by 
@ImRo45
 and selectors to pick 
@imkuldeep18
 ahead of 
@yuzi_chahal
: 
@abhisheknayar1
Read: http://toi.in/0xjhRb/a24gk",24,2023-08-28T09:08:43.000Z
"TOI Sports
@toisports
·
7h","#WorldAthleticsChampionships2023 

#WorldAthleticsChampionships tougher than #Olympics: #NeerajChopra
@Neeraj_chopra1
 has arguably become India's greatest sportsperson of all time but the slightest reference makes him uncomfortable

Details  http://toi.in/EoYWza/a24gk",15,2023-08-28T08:55:49.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
7h",#WATCH | We began our 5G rollout last October in just nine months it is already present in over 96% of the census towns of our country. We are on track to cover the entire country by December of this year: Reliance Industries chairman #MukeshAmbani,19,2023-08-28T09:09:13.000Z
"The Times Of India
@timesofindia
·
7h","#WATCH | ""Jio AirFibre to launch on Ganesh Chaturthi- September 19,"" says Reliance Industries chairman #MukeshAmbani",13,2023-08-28T09:13:50.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
7h","Through optical fiber, we can currently connect around 15,000 premises daily. But with Jio AirFiber, we can supercharge this expansion with up to 150,000 connections per day’: #MukeshAmbani",6,2023-08-28T09:01:54.000Z
"The Times Of India
@timesofindia
·
7h",I'm delighted to announce that Jio AirFiber will launch on the auspicious occasion of #GaneshChaturthi on September 19: #MukeshAmbani,11,2023-08-28T09:02:21.000Z
"The Times Of India
@timesofindia
·
7h",Reliance AGM 2023: RIL chairman Mukesh Ambani speech-- Key quotes,7,2023-08-28T08:54:35.000Z
"The Times Of India
@timesofindia
·
8h","China, Japan agree to postpone head of Japan coalition partner visit -Chinese ministry",3,2023-08-28T08:49:16.000Z
"The Times Of India
@timesofindia
·
8h",Foxconn founder Terry Gou announces run for Taiwan presidency,7,2023-08-28T08:37:06.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
7h","Through optical fiber, we can currently connect around 15,000 premises daily. But with Jio AirFiber, we can supercharge this expansion with up to 150,000 connections per day’: #MukeshAmbani",6,2023-08-28T09:01:54.000Z
"The Times Of India
@timesofindia
·
7h",I'm delighted to announce that Jio AirFiber will launch on the auspicious occasion of #GaneshChaturthi on September 19: #MukeshAmbani,11,2023-08-28T09:02:21.000Z
"The Times Of India
@timesofindia
·
7h",Reliance AGM 2023: RIL chairman Mukesh Ambani speech-- Key quotes,7,2023-08-28T08:54:35.000Z
"The Times Of India
@timesofindia
·
8h","China, Japan agree to postpone head of Japan coalition partner visit -Chinese ministry",3,2023-08-28T08:49:16.000Z
"The Times Of India
@timesofindia
·
8h",Foxconn founder Terry Gou announces run for Taiwan presidency,7,2023-08-28T08:37:06.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
7h","Through optical fiber, we can currently connect around 15,000 premises daily. But with Jio AirFiber, we can supercharge this expansion with up to 150,000 connections per day’: #MukeshAmbani",6,2023-08-28T09:01:54.000Z
"The Times Of India
@timesofindia
·
7h",I'm delighted to announce that Jio AirFiber will launch on the auspicious occasion of #GaneshChaturthi on September 19: #MukeshAmbani,11,2023-08-28T09:02:21.000Z
"The Times Of India
@timesofindia
·
7h",Reliance AGM 2023: RIL chairman Mukesh Ambani speech-- Key quotes,7,2023-08-28T08:54:35.000Z
"The Times Of India
@timesofindia
·
8h","China, Japan agree to postpone head of Japan coalition partner visit -Chinese ministry",3,2023-08-28T08:49:16.000Z
"The Times Of India
@timesofindia
·
8h",Foxconn founder Terry Gou announces run for Taiwan presidency,7,2023-08-28T08:37:06.000Z
"The Times Of India
@timesofindia
·
7h",Reliance has invested $150bn in last 10 years; Ambani scions appointed as directors to board: Key developments,13,2023-08-28T09:05:54.000Z
"The Times Of India
@timesofindia
·
7h",Normal life affected in Tripura due to TSF's strike for Roman script,10,2023-08-28T09:03:44.000Z
"The Times Of India
@timesofindia
·
7h","Through optical fiber, we can currently connect around 15,000 premises daily. But with Jio AirFiber, we can supercharge this expansion with up to 150,000 connections per day’: #MukeshAmbani",6,2023-08-28T09:01:54.000Z
"The Times Of India
@timesofindia
·
7h",I'm delighted to announce that Jio AirFiber will launch on the auspicious occasion of #GaneshChaturthi on September 19: #MukeshAmbani,11,2023-08-28T09:02:21.000Z
"The Times Of India
@timesofindia
·
7h",Reliance AGM 2023: RIL chairman Mukesh Ambani speech-- Key quotes,7,2023-08-28T08:54:35.000Z
"The Times Of India
@timesofindia
·
8h","China, Japan agree to postpone head of Japan coalition partner visit -Chinese ministry",3,2023-08-28T08:49:16.000Z
"The Times Of India
@timesofindia
·
8h",Foxconn founder Terry Gou announces run for Taiwan presidency,7,2023-08-28T08:37:06.000Z
"TOI Plus
@TOIPlus
·
10h","Opinion | A study of the ongoing turmoil in Manipur shows how women’s bodies across different ethnic communities are used in different ways, from marking out 'enemies' to curtailing the level of intervention of a third party like the Indian Army",8,2023-08-28T06:50:00.000Z
"TOI Plus
@TOIPlus
·
9h",Opinion | Beijing's influence operations extend beyond tapping scholars & journalists to cultivate a favourable image of China; they now encompass the active engagement of some Indian influencers. India must keep its guard up as crucial elections approach,4,2023-08-28T07:10:00.000Z
"TOI Plus
@TOIPlus
·
9h","After the pandemic dealt a big blow to single-screen theatres already struggling in the age of multiplexes & OTT content, epitaphs were being kept ready. But a slew of recent films have given them a fresh lease of life
@shrutisonal26",11,2023-08-28T07:30:00.000Z
"The Times Of India
@timesofindia
·
8h","#G20Summit: Asked to vacate ‘residence’ under flyovers, homeless say makeover of Delhi cosmetic",8,2023-08-28T07:51:46.000Z
"TOI Auto
@TOIAuto
·
9h","Toyota has launched the Rumion MPV in India, priced at Rs 10.29 lakh onwards. 

#ToyotaRumion #RumionMPV #Bookings #MarutiSuzukiErtiga",5,2023-08-28T07:49:38.000Z
"TOI Plus
@TOIPlus
·
10h","Over 1,900 persons have been accused of blasphemy in #Pakistan over 1987-2021, claims a report, adding that mere accusations of blasphemy have incited mobs to violence. NGOs say the law is being misused as a tactic to terrorise minorities
@dhawan_himanshi",8,2023-08-28T06:30:00.000Z
"TOI Plus
@TOIPlus
·
10h","Opinion | A study of the ongoing turmoil in Manipur shows how women’s bodies across different ethnic communities are used in different ways, from marking out 'enemies' to curtailing the level of intervention of a third party like the Indian Army",8,2023-08-28T06:50:00.000Z
"TOI Plus
@TOIPlus
·
9h",Opinion | Beijing's influence operations extend beyond tapping scholars & journalists to cultivate a favourable image of China; they now encompass the active engagement of some Indian influencers. India must keep its guard up as crucial elections approach,4,2023-08-28T07:10:00.000Z
"TOI Plus
@TOIPlus
·
9h","After the pandemic dealt a big blow to single-screen theatres already struggling in the age of multiplexes & OTT content, epitaphs were being kept ready. But a slew of recent films have given them a fresh lease of life
@shrutisonal26",11,2023-08-28T07:30:00.000Z
"TOI Auto
@TOIAuto
·
9h","Toyota has launched the Rumion MPV in India, priced at Rs 10.29 lakh onwards. 

#ToyotaRumion #RumionMPV #Bookings #MarutiSuzukiErtiga",5,2023-08-28T07:49:38.000Z
"TOI Plus
@TOIPlus
·
10h","Over 1,900 persons have been accused of blasphemy in #Pakistan over 1987-2021, claims a report, adding that mere accusations of blasphemy have incited mobs to violence. NGOs say the law is being misused as a tactic to terrorise minorities
@dhawan_himanshi",8,2023-08-28T06:30:00.000Z
"TOI Plus
@TOIPlus
·
10h","Opinion | A study of the ongoing turmoil in Manipur shows how women’s bodies across different ethnic communities are used in different ways, from marking out 'enemies' to curtailing the level of intervention of a third party like the Indian Army",8,2023-08-28T06:50:00.000Z
"TOI Plus
@TOIPlus
·
9h",Opinion | Beijing's influence operations extend beyond tapping scholars & journalists to cultivate a favourable image of China; they now encompass the active engagement of some Indian influencers. India must keep its guard up as crucial elections approach,4,2023-08-28T07:10:00.000Z
"TOI Plus
@TOIPlus
·
9h","After the pandemic dealt a big blow to single-screen theatres already struggling in the age of multiplexes & OTT content, epitaphs were being kept ready. But a slew of recent films have given them a fresh lease of life
@shrutisonal26",11,2023-08-28T07:30:00.000Z
"TOI Auto
@TOIAuto
·
9h","Toyota has launched the Rumion MPV in India, priced at Rs 10.29 lakh onwards. 

#ToyotaRumion #RumionMPV #Bookings #MarutiSuzukiErtiga",5,2023-08-28T07:49:38.000Z
"TOI Plus
@TOIPlus
·
10h","Over 1,900 persons have been accused of blasphemy in #Pakistan over 1987-2021, claims a report, adding that mere accusations of blasphemy have incited mobs to violence. NGOs say the law is being misused as a tactic to terrorise minorities
@dhawan_himanshi",8,2023-08-28T06:30:00.000Z
"TOI Plus
@TOIPlus
·
10h","Opinion | A study of the ongoing turmoil in Manipur shows how women’s bodies across different ethnic communities are used in different ways, from marking out 'enemies' to curtailing the level of intervention of a third party like the Indian Army",8,2023-08-28T06:50:00.000Z
"TOI Plus
@TOIPlus
·
9h",Opinion | Beijing's influence operations extend beyond tapping scholars & journalists to cultivate a favourable image of China; they now encompass the active engagement of some Indian influencers. India must keep its guard up as crucial elections approach,4,2023-08-28T07:10:00.000Z
"TOI Plus
@TOIPlus
·
9h","After the pandemic dealt a big blow to single-screen theatres already struggling in the age of multiplexes & OTT content, epitaphs were being kept ready. But a slew of recent films have given them a fresh lease of life
@shrutisonal26",11,2023-08-28T07:30:00.000Z
"The Times Of India
@timesofindia
·
10h","Indian Army’s former Military Secretary, Lt Gen Anil Bhatt (Retd) has been appointed as the Chairperson of the Board of Governors (BoG) of the Indian Institute of Information Technology, #Kota, Rajasthan for a period of three years w.e.f. 25.08.2023 by President #DroupadiMurmu.… Show more",38,2023-08-28T06:05:24.000Z
"TOI Sports
@toisports
·
11h","#NeerajChopra #ArshadNadeem

'We were happy that both our countries...': 
@Neeraj_chopra1
 opens up about his rivalry with Pakistan's Arshad Nadeem

Read: http://toi.in/qysqfY/a24gk",63,2023-08-28T05:49:46.000Z
"TOI Sports
@toisports
·
10h","#WorldAthleticsChampionship2023 #Javelin 

#NeerajChopra wins #India's  first #WorldAthleticsChampionships gold 

VISUAL STORY  http://toi.in/qlCNrb",42,2023-08-28T05:52:29.000Z
"The Hindu
@the_hindu
·
25 Sep 2020","Legendary playback singer #SPBalasubrahmanyam, known popularly as #SPB, passed away at a private hospital at 1:04 p.m. in Chennai on Friday, at the age of 74

#RIPSPB",,2020-09-25T07:54:58.000Z
,,,2018-04-25T04:00:04.000Z
,,,2020-06-17T15:24:24.000Z
,,,2020-08-17T02:30:00.000Z
,,,2019-12-15T15:36:49.000Z
,,,2020-03-23T18:10:05.000Z
,,,2020-07-18T00:51:04.000Z
,,,2020-10-09T16:10:05.000Z
"The Hindu
@the_hindu
·
1h","The Union government said only the Centre and ""no other body"" is entitled to conduct ""either census or any action akin to census"" in its reply to the Supreme Court on the #Bihar government's caste-based survey. | 
@kdrajagopal",13,2023-08-28T15:24:55.000Z
"The Hindu
@the_hindu
·
1h","JUST IN | A cooked-up story of kidnapping stokes tension in ethnic violence-hit #Manipur: 3 girls claimed they escaped from the clutches of 2 gunmen but 17 other children travelling in a school van were not so lucky. | 
@rahconteur",28,2023-08-28T15:13:19.000Z
"The Hindu
@the_hindu
·
1h",The police found out they fabricated the incident just to skip school.,9,2023-08-28T15:24:18.000Z
"The Hindu
@the_hindu
·
1h",Authorities in #Rajasthan's Kota district have asked coaching institutes to stop conducting routine tests of students preparing for #NEET and other competitive exams for the next two months in the wake of suicides by a number of aspirants.,50,2023-08-28T15:15:12.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h",#ArunVeerappan was instrumental in casting #KamalHaasan as a child artist in ‘Kalathur Kannamma’; he was the founder of Qube Cinema and an executive producer with AVM Studios and Gemini Studios,13,2023-08-28T12:38:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#Netflix leads SLS (Same Language Subtitling) implementation in Indian languages with one-third of the content having SLS, #AmazonPrime is a distant second (10.1%), while the other big OTT platforms have barely made a start",5,2023-08-28T12:39:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","John Carney's #FloraAndSon, starring #JosephGordonLevitt, will release in theatres on September 22 ahead of its global premiere on Apple TV+",4,2023-08-28T12:40:34.000Z
"The Hindu
@the_hindu
·
3h",The Indian Space Research Organisation (#ISRO) on August 28 said the Pragyan rover on the lunar surface came across a 4-meter diameter crater positioned 3 meters ahead of its location.,43,2023-08-28T13:03:51.000Z
"The Hindu
@the_hindu
·
3h","Aditya-L1, India’s first space-based observatory to study the sun, will be launched on September 2, the Indian Space Research Organisation (#ISRO) announced on Monday.",159,2023-08-28T13:00:10.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#AsteroidCity review: This star-studded metatextual retro-futuristic trip into 1950s America is classic #WesAnderson, with all the attendant irresistible whimsical flourishes and detours",7,2023-08-28T12:45:46.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h",#ArunVeerappan was instrumental in casting #KamalHaasan as a child artist in ‘Kalathur Kannamma’; he was the founder of Qube Cinema and an executive producer with AVM Studios and Gemini Studios,13,2023-08-28T12:38:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#Netflix leads SLS (Same Language Subtitling) implementation in Indian languages with one-third of the content having SLS, #AmazonPrime is a distant second (10.1%), while the other big OTT platforms have barely made a start",5,2023-08-28T12:39:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","John Carney's #FloraAndSon, starring #JosephGordonLevitt, will release in theatres on September 22 ahead of its global premiere on Apple TV+",4,2023-08-28T12:40:34.000Z
"The Hindu
@the_hindu
·
3h","Aditya-L1, India’s first space-based observatory to study the sun, will be launched on September 2, the Indian Space Research Organisation (#ISRO) announced on Monday.",159,2023-08-28T13:00:10.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#AsteroidCity review: This star-studded metatextual retro-futuristic trip into 1950s America is classic #WesAnderson, with all the attendant irresistible whimsical flourishes and detours",7,2023-08-28T12:45:46.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h",#ArunVeerappan was instrumental in casting #KamalHaasan as a child artist in ‘Kalathur Kannamma’; he was the founder of Qube Cinema and an executive producer with AVM Studios and Gemini Studios,13,2023-08-28T12:38:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#Netflix leads SLS (Same Language Subtitling) implementation in Indian languages with one-third of the content having SLS, #AmazonPrime is a distant second (10.1%), while the other big OTT platforms have barely made a start",5,2023-08-28T12:39:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","John Carney's #FloraAndSon, starring #JosephGordonLevitt, will release in theatres on September 22 ahead of its global premiere on Apple TV+",4,2023-08-28T12:40:34.000Z
"The Hindu
@the_hindu
·
3h","Aditya-L1, India’s first space-based observatory to study the sun, will be launched on September 2, the Indian Space Research Organisation (#ISRO) announced on Monday.",159,2023-08-28T13:00:10.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#AsteroidCity review: This star-studded metatextual retro-futuristic trip into 1950s America is classic #WesAnderson, with all the attendant irresistible whimsical flourishes and detours",7,2023-08-28T12:45:46.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h",#ArunVeerappan was instrumental in casting #KamalHaasan as a child artist in ‘Kalathur Kannamma’; he was the founder of Qube Cinema and an executive producer with AVM Studios and Gemini Studios,13,2023-08-28T12:38:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","#Netflix leads SLS (Same Language Subtitling) implementation in Indian languages with one-third of the content having SLS, #AmazonPrime is a distant second (10.1%), while the other big OTT platforms have barely made a start",5,2023-08-28T12:39:23.000Z
"The Hindu Cinema
@TheHinduCinema
·
4h","John Carney's #FloraAndSon, starring #JosephGordonLevitt, will release in theatres on September 22 ahead of its global premiere on Apple TV+",4,2023-08-28T12:40:34.000Z
"The Hindu
@the_hindu
·
5h","அல்காராஸ் தனது அமெரிக்க ஓபன் பட்டத்தை மீண்டும் வெல்வது கடினமாக இருக்கும் 

https://trib.al/qosoSS8",7,2023-08-28T11:00:11.000Z
"The Hindu
@the_hindu
·
6h","#TerryGou, the billionaire founder of the electronics giant #Foxconn, declared Monday that he will run as an independent candidate for president in #Taiwan's 2024 election, ending months of speculation.",15,2023-08-28T10:45:05.000Z
"The Hindu
@the_hindu
·
6h","Nirmala Sitharaman said Jan Dhan Yojana-led interventions & digital transformation have revolutionised financial inclusion in India, as more than 50 crore people were brought into formal banking system with cumulative deposits surpassing ₹2 lakh crore.",22,2023-08-28T10:30:17.000Z
"The Hindu
@the_hindu
·
6h","From generating story lines to coding entire games to turning ideas into animation, artificial intelligence is front and centre at Gamescom, one of the video game industry's biggest fairs.",13,2023-08-28T10:15:06.000Z
"The Hindu Cinema
@TheHinduCinema
·
6h","#AndJustLikeThat season 2 review: The extra episode for Samantha does not do the character any favours with her awkward phone call, running to just over a minute, underlining all the bad blood between #SarahJessicaParker and #KimCattrall",3,2023-08-28T10:14:39.000Z
"The Hindu Cinema
@TheHinduCinema
·
6h","Actor #Vijay's son #JasonSanjay is set to become a director with a film bankrolled by #LycaProductions, that will star emerging actors",13,2023-08-28T10:02:01.000Z
"The Hindu
@the_hindu
·
5h","அல்காராஸ் தனது அமெரிக்க ஓபன் பட்டத்தை மீண்டும் வெல்வது கடினமாக இருக்கும் 

https://trib.al/qosoSS8",7,2023-08-28T11:00:11.000Z
"The Hindu
@the_hindu
·
6h","#TerryGou, the billionaire founder of the electronics giant #Foxconn, declared Monday that he will run as an independent candidate for president in #Taiwan's 2024 election, ending months of speculation.",15,2023-08-28T10:45:05.000Z
"The Hindu
@the_hindu
·
6h","Nirmala Sitharaman said Jan Dhan Yojana-led interventions & digital transformation have revolutionised financial inclusion in India, as more than 50 crore people were brought into formal banking system with cumulative deposits surpassing ₹2 lakh crore.",22,2023-08-28T10:30:17.000Z
"The Hindu
@the_hindu
·
6h","From generating story lines to coding entire games to turning ideas into animation, artificial intelligence is front and centre at Gamescom, one of the video game industry's biggest fairs.",13,2023-08-28T10:15:06.000Z
"The Hindu Cinema
@TheHinduCinema
·
6h","#AndJustLikeThat season 2 review: The extra episode for Samantha does not do the character any favours with her awkward phone call, running to just over a minute, underlining all the bad blood between #SarahJessicaParker and #KimCattrall",3,2023-08-28T10:14:39.000Z
"The Hindu Cinema
@TheHinduCinema
·
6h","Actor #Vijay's son #JasonSanjay is set to become a director with a film bankrolled by #LycaProductions, that will star emerging actors",13,2023-08-28T10:02:01.000Z
"The Hindu Cinema
@TheHinduCinema
·
8h","#Paradise, an upcoming film headlined by #RoshanMathew, #DarshanaRajendran, Shyam Fernando and Mahendra Perera, was announced today with a first-look poster",8,2023-08-28T07:59:58.000Z
"The Hindu
@the_hindu
·
9h","Over 70 organisations from across the country have held a ‘People’s Summit’. Naming themselves ‘We 20’, the organisations are opposing the economic and political agenda of the #G20.",25,2023-08-28T07:45:01.000Z
"The Hindu Cinema
@TheHinduCinema
·
9h","The Hollywood Critics Association (#HCA) has completed a formal organizational restructuring – including the adoption of a new name, the #HollywoodCreativeAlliance – following sustained controversies and accusations",7,2023-08-28T07:32:14.000Z
"The Hindu Cinema
@TheHinduCinema
·
8h","#Paradise, an upcoming film headlined by #RoshanMathew, #DarshanaRajendran, Shyam Fernando and Mahendra Perera, was announced today with a first-look poster",8,2023-08-28T07:59:58.000Z
"The Hindu
@the_hindu
·
9h","Over 70 organisations from across the country have held a ‘People’s Summit’. Naming themselves ‘We 20’, the organisations are opposing the economic and political agenda of the #G20.",25,2023-08-28T07:45:01.000Z
"The Hindu Cinema
@TheHinduCinema
·
9h","The Hollywood Critics Association (#HCA) has completed a formal organizational restructuring – including the adoption of a new name, the #HollywoodCreativeAlliance – following sustained controversies and accusations",7,2023-08-28T07:32:14.000Z
"The Hindu
@the_hindu
·
8h","Ukrainian President #VolodymyrZelensky, responding to calls by a U.S. senator this week to announce elections in 2024, said on Sunday voting could take place during wartime if partners shared the cost, legislators approved, and everyone got to the polls.",9,2023-08-28T08:15:03.000Z
"The Hindu
@the_hindu
·
8h",The leader of #Libya's government said Sunday that he had suspended his Foreign Minister after her Israeli counterpart announced he had held talks with her last week in Rome.,24,2023-08-28T08:00:13.000Z
"The Hindu Cinema
@TheHinduCinema
·
8h","#Paradise, an upcoming film headlined by #RoshanMathew, #DarshanaRajendran, Shyam Fernando and Mahendra Perera, was announced today with a first-look poster",8,2023-08-28T07:59:58.000Z
"The Hindu
@the_hindu
·
9h","Over 70 organisations from across the country have held a ‘People’s Summit’. Naming themselves ‘We 20’, the organisations are opposing the economic and political agenda of the #G20.",25,2023-08-28T07:45:01.000Z
"The Hindu Cinema
@TheHinduCinema
·
9h","The Hollywood Critics Association (#HCA) has completed a formal organizational restructuring – including the adoption of a new name, the #HollywoodCreativeAlliance – following sustained controversies and accusations",7,2023-08-28T07:32:14.000Z
"The Hindu
@the_hindu
·
8h","Ukrainian President #VolodymyrZelensky, responding to calls by a U.S. senator this week to announce elections in 2024, said on Sunday voting could take place during wartime if partners shared the cost, legislators approved, and everyone got to the polls.",9,2023-08-28T08:15:03.000Z
"The Hindu
@the_hindu
·
8h",The leader of #Libya's government said Sunday that he had suspended his Foreign Minister after her Israeli counterpart announced he had held talks with her last week in Rome.,24,2023-08-28T08:00:13.000Z
"The Hindu Cinema
@TheHinduCinema
·
8h","#Paradise, an upcoming film headlined by #RoshanMathew, #DarshanaRajendran, Shyam Fernando and Mahendra Perera, was announced today with a first-look poster",8,2023-08-28T07:59:58.000Z
"The Hindu
@the_hindu
·
9h","Over 70 organisations from across the country have held a ‘People’s Summit’. Naming themselves ‘We 20’, the organisations are opposing the economic and political agenda of the #G20.",25,2023-08-28T07:45:01.000Z
"The Hindu Cinema
@TheHinduCinema
·
9h","The Hollywood Critics Association (#HCA) has completed a formal organizational restructuring – including the adoption of a new name, the #HollywoodCreativeAlliance – following sustained controversies and accusations",7,2023-08-28T07:32:14.000Z
"The Hindu
@the_hindu
·
12h","For former President #DonaldTrump, a picture is worth... more than $7 million.
Trump's campaign says he has raised $7.1 million since he was booked at the Fulton County Jail & became the first former president in U.S. history to ever have a mug shot taken.",25,2023-08-28T04:15:00.000Z
"The Hindu
@the_hindu
·
12h","Explained | Education is the most powerful tool for the socio-economic development of a nation, more so for minorities. 
@SumedaSharma
 reports on the Central government's schemes to provide educational empowerment to religious minorities.",22,2023-08-28T04:00:04.000Z
"The Hindu
@the_hindu
·
13h",Jailed former PM #ImranKhan admitted misplacing a confidential diplomatic cable as he was interrogated by #Pakistan's top investigative agency at the Attock Jail in a case filed under the Official Secrets Act for wrongful use of the classified document.,29,2023-08-28T03:45:06.000Z
"The Hindu
@the_hindu
·
11h","#JayantaMahapatra, one of India’s best known English poets, passed away in the State-run SCB Medical College Hospital, Cuttack on August 27, reports 
@satyabarik
.",26,2023-08-28T05:00:06.000Z
"The Hindu
@the_hindu
·
12h","A key ally of former British Prime Minister #BorisJohnson formally resigned Saturday, delivering a blistering attack on his successor in her resignation letter.",16,2023-08-28T04:45:02.000Z
